transaction_id,user_id,date,amount,category,payment_method,merchant,income_level,is_periodic,location,age,employment_type,account_type,subscription_type
dca8bfc8-00e0-469e-b92a-de640f0115ec,41,2025-03-13,713.1,lüks giyim,Nakit,Sakarya Erdoğan Şti.,high,True,West Tayaydın,39,freelancer,bireysel,Spotify
843dbb3f-db6b-431d-9c8c-cac0ec0c5180,41,2024-09-04,756.53,sinema,Kredi Kartı,Opet,medium,False,Lake Oymak,34,freelancer,bireysel,None
d9aa7646-fdca-46a3-9373-9af8cc32ae3e,41,2025-07-04,579.77,sinema,EFT,Çorlu Alemdar Ltd.,medium,True,Port Zennun,38,full-time,bireysel,None
1a791e2d-3be4-41ae-a25b-706f87f5bfc5,41,2024-09-13,1030.74,sinema,Kredi Kartı,Sakarya Gülen Şti.,medium,True,Mansızberg,63,full-time,bireysel,BluTV
333cb685-ea93-4f1b-8173-38c126b34a1d,41,2024-09-27,227.19,personel maaşı,Nakit,Petkim,corporate,False,Aksustad,23,öğrenci,kurumsal,None
5868c6c6-5113-429f-a196-6e947dfa0f63,41,2024-08-13,508.66,elektrik,Kredi Kartı,İnönü Şti.,medium,False,Ülkerside,41,öğrenci,bireysel,None
be8b4f70-f81a-4b2b-b4b3-a061ef524f81,41,2025-01-09,1314.78,elektrik,Kredi Kartı,Limak İnşaat,medium,False,Durmuşport,31,öğrenci,bireysel,None
2d81ecf9-f6a8-4a93-b671-5ae02f50a061,41,2025-01-31,419.08,sinema,Havale,Durdu Sezgin Şti.,medium,False,South Nihanberg,62,öğrenci,bireysel,None
db094a35-953d-4317-aeba-a3e40d4f388e,41,2024-12-08,441.53,market,Kredi Kartı,Akgündüz Arsoy Ltd.,low,True,Benolview,49,kobi,bireysel,None
9bacd71e-818c-40d1-98c9-c09db887655e,41,2024-09-06,840.13,spotify,Kredi Kartı,Yorulmaz A.Ş.,medium,True,New Muhammetstad,64,full-time,bireysel,YouTube Premium
7d134cc4-d257-43b4-9534-d6984bc10afa,42,2025-05-16,1087.12,hammadde,Havale,Demirel Ltd.,corporate,True,West Atagün,27,full-time,kurumsal,YouTube Premium
b1c2e275-4495-4187-a205-803242adce7b,42,2024-12-09,427.58,elektrik,Nakit,Limak İnşaat,medium,False,North Feyhaberg,47,freelancer,bireysel,None
e79ade3d-5036-46fd-8935-7c311132e7cc,42,2025-07-13,462.88,restoran,Kredi Kartı,Şafak Ltd.,high,False,East Gürsal,32,freelancer,bireysel,None
fbd4f208-7d73-4da7-b7c2-4a6b649bfa53,42,2024-08-02,393.06,internet,Nakit,Tofaş,low,False,Lake Gökçeview,26,öğrenci,bireysel,None
3d108525-a350-4bcc-b3e1-4d558cb54fb5,42,2024-07-30,433.24,lüks giyim,EFT,Türk Yıldırım Ltd.,high,False,Hüsnühâlside,31,kobi,bireysel,None
b8e6821d-5717-4f1d-9fd1-ed9a7532f3ac,42,2025-02-26,238.25,elektrik,Havale,Peak Games,medium,True,Port Duruöz,25,öğrenci,bireysel,BluTV
a1b494a7-894b-4016-b029-48778df60dd7,42,2025-01-05,617.18,kira,Havale,Havelsan,medium,False,Dilşatland,51,full-time,bireysel,None
2701ad02-f339-4076-b508-88fe6d107e2c,42,2024-10-11,737.88,ulaşım,EFT,Akçay Seven Ltd.,low,False,Tuğtaşport,43,freelancer,bireysel,None
c1032e16-b201-42d7-9b75-f5715744e34d,42,2025-02-21,416.27,elektrik,EFT,Duran Ltd.,medium,True,N˜zamett˜nborough,46,öğrenci,bireysel,YouTube Premium
d27bb0c0-920e-440e-abcb-662b8736c549,42,2025-05-12,808.31,restoran,Kredi Kartı,Çetin Seven Şti.,high,False,West Tayaydınmouth,38,öğrenci,bireysel,None
50039a44-61ea-4e3b-bbfe-e757573a487a,43,2024-09-23,5.0,market,Nakit,Aselsan,medium,False,West Zilfashire,25,full-time,bireysel,None
e3951fcf-71ec-4d7d-aceb-75126c44080d,43,2025-06-09,555.15,ulaşım,Nakit,Mansız Tevetoğlu A.Ş.,low,False,Port Ayülker,63,kobi,bireysel,None
6b8f77c0-e175-4b84-ac0a-b01426b4f124,43,2024-12-08,197.84,elektrik,Havale,Türk Hava Yolları,medium,True,West Türabi,25,full-time,bireysel,BluTV
4e91feb1-fdb0-4412-98e5-7802264efb8a,43,2025-07-08,550.32,market,Nakit,Korutürk A.Ş.,medium,True,Mufidefurt,51,öğrenci,bireysel,None
010b37a1-e03f-4da5-b9fa-a88876e60cd2,43,2024-11-22,712.05,market,Havale,Ergül Ltd.,low,False,İnönüland,41,full-time,bireysel,None
30f06fc9-953f-4e59-aed7-915c464b6244,43,2025-04-12,779.08,sinema,Kredi Kartı,Kısakürek Aksu Şti.,medium,False,Port Alaaddin,46,kobi,bireysel,None
7656f524-7344-4fd5-ae25-6fac73e0c8d8,43,2025-06-07,718.61,internet,Nakit,Sakarya A.Ş.,low,False,Yılmazside,53,full-time,bireysel,None
5e3c3f5b-287f-4f1f-8df5-02a6ef9cbf85,43,2025-03-18,353.54,tatil,EFT,Ford Otosan,high,False,Lake Niğmethaven,29,öğrenci,bireysel,None
b9d96404-c00f-4d03-9a90-8f480116a97c,43,2025-02-22,5.0,telefon faturası,Kredi Kartı,Akçay Çorlu A.Ş.,low,False,East Çinerk,27,öğrenci,bireysel,None
46c0badc-c50c-4b24-be70-b7a41250dec9,43,2025-01-14,459.72,giyim,Kredi Kartı,Mansız Şti.,low,False,Çetinbury,50,kobi,bireysel,None
8bea8d3e-59d2-4bd9-a251-0d24160ed60a,44,2025-04-06,183.38,restoran,Nakit,ŞOK Marketler,high,False,Çorlushire,36,öğrenci,bireysel,None
901ab25b-4db7-4c34-83d2-e6feb3daba5b,44,2024-12-06,817.55,spotify,EFT,Şama Sezgin A.Ş.,medium,True,Arsoyton,56,kobi,bireysel,Netflix
05a690ec-71aa-4dc4-b199-c4f0f939790c,44,2025-07-14,881.21,kira,Nakit,A101 Yeni Mağzacılık,medium,True,Selvitown,24,freelancer,bireysel,YouTube Premium
9062bb30-ddc4-4682-bf39-fff48114c509,44,2025-01-13,689.24,market,Nakit,Alemdar Manço Ltd.,medium,False,Tarhantown,26,freelancer,bireysel,None
0d5c4d59-0e9c-4a72-b8cb-f9d8fc6f5684,44,2025-04-25,844.83,restoran,Kredi Kartı,Ertaş Sezer Ltd.,high,False,North Urhan,51,freelancer,bireysel,None
6311a34e-6096-4c6c-850b-11bcbde82c6b,44,2025-04-21,671.94,ulaşım,Havale,Şener Yaman Şti.,low,False,Rakideberg,45,full-time,bireysel,None
342bf49b-6e9a-4b9a-ae27-cc6a37efbfd7,44,2024-09-16,229.81,sinema,Kredi Kartı,Opet,medium,False,Dilderfort,60,öğrenci,bireysel,None
2621bbfb-06f6-49cb-bd63-a109909ebbd7,44,2025-05-13,691.52,market,Kredi Kartı,Şener Ltd.,medium,False,Lake Beyzadeview,61,öğrenci,bireysel,None
a6f8dd4f-d29c-4400-869e-071e5d2b3784,44,2025-01-22,42.4,tatil,Nakit,Şişecam,high,True,Abuzarbury,31,full-time,bireysel,None
38115c21-fc6d-4b54-81dc-dde71d1458a7,44,2025-04-06,159.86,kira,Nakit,Şensoy A.Ş.,medium,False,Lake Ahat,41,freelancer,bireysel,None
a2d02762-c58a-4ebf-9b91-72b84c907779,45,2025-07-16,1105.37,sinema,Havale,Alemdar Şti.,medium,False,Perenborough,45,kobi,bireysel,None
7359047b-58ee-43f3-877a-4fbbffa40f1f,45,2024-11-19,564.9,lüks giyim,Nakit,Duran Duran Ltd.,high,False,Erdoğanport,44,full-time,bireysel,None
7dc15224-903a-4160-978b-343a5ecb9cee,45,2025-03-15,428.69,giyim,Kredi Kartı,EnerjiSA,low,False,Canalview,50,öğrenci,bireysel,None
4469f845-1b5a-4c64-b34a-c12e96556f1b,45,2024-12-10,557.67,sinema,Nakit,Oyak Renault,medium,False,Port Gülinaz,33,öğrenci,bireysel,None
3f7062d5-1b05-4ba2-a5a2-b21020c8f871,45,2024-11-04,606.74,elektrik,Nakit,Yılmaz Ltd.,medium,False,North Mecideton,50,öğrenci,bireysel,None
ec9e0966-75ab-4b64-bfab-444617b7bde9,45,2024-09-08,730.56,yurt dışı alışveriş,Nakit,Peak Games,high,False,New Değerfort,57,öğrenci,bireysel,None
a7ff91dd-acc9-44de-860b-eadcc074fe7e,45,2025-05-06,314.02,fitness,Havale,Opet,high,False,Akçayside,61,full-time,bireysel,None
4652ec0b-2126-4248-ba5e-9b86a3ddeacc,45,2024-12-21,1222.21,spotify,Nakit,EnerjiSA,medium,False,Port Müferrihmouth,49,kobi,bireysel,None
f956a518-bf4e-47e9-be87-47100c24b23a,45,2025-06-19,438.28,elektrik,EFT,Selçuk Ecza,medium,False,East Yaltırakburgh,61,öğrenci,bireysel,None
044452cd-e760-4448-bbc7-d60e5e24ddde,45,2024-12-08,304.99,ulaşım,Havale,Alemdar Şti.,low,False,Lake Sevdinarview,62,öğrenci,bireysel,None
3d9a1f6e-6321-45ef-9c18-e48145078a21,46,2025-02-27,110.56,internet,Havale,Sezer Şti.,low,False,Port Muhiyechester,60,freelancer,bireysel,None
75e746fd-17ce-416a-a45b-22c18bfa76eb,46,2024-09-25,973.43,sinema,Kredi Kartı,Durdu Şti.,medium,False,Şevketchester,64,öğrenci,bireysel,None
9650a27c-ce27-4152-9630-69394c834a36,46,2024-08-23,249.46,tatil,EFT,İhsanoğlu Bilir Ltd.,high,True,Alemdarport,55,öğrenci,bireysel,Spotify
a45e8c5b-e3c6-407e-82c0-bc2c09818744,46,2025-07-18,1126.86,giyim,EFT,Türk Telekom,low,False,Port Gökçil,22,full-time,bireysel,None
e911261c-664d-4c38-98b4-a74dc8e0d53e,46,2025-05-12,1156.29,giyim,Havale,Tarhan Ltd.,low,False,New Hürmetshire,47,öğrenci,bireysel,None
a4f7e306-56df-4232-a8be-1c4d51732aa3,46,2024-10-22,5.0,internet,Kredi Kartı,Tarhan Akar Şti.,low,False,Yorulmazville,60,kobi,bireysel,None
a59d7712-ba83-451b-b559-1692d58b6493,46,2025-05-24,634.36,fitness,Nakit,Erdoğan Yılmaz Şti.,high,False,East Demirok,23,freelancer,bireysel,None
daff9976-1332-4511-9d6f-c844ab602e69,46,2025-04-22,611.33,telefon faturası,EFT,Hayrioğlu Fırat Ltd.,low,False,Sezginfurt,29,öğrenci,bireysel,None
6b3dbe80-eb1c-4b24-b20e-0b73326c9fdc,46,2024-11-09,348.3,market,EFT,Peak Games,medium,False,Lake Aşirland,23,kobi,bireysel,None
fbe363cc-e2ad-48dd-aa9d-468834b17e7f,46,2025-05-02,328.22,restoran,EFT,Roketsan,high,False,Korutürkfort,34,öğrenci,bireysel,None
6b63e70f-b447-416c-b093-d9f501105ce0,47,2024-08-15,472.33,market,Nakit,Arsoy Şti.,medium,False,North Nades,47,kobi,bireysel,None
66d106d1-6906-42b4-85db-81f487ceb929,47,2024-11-21,620.55,elektrik,Havale,Demir Öcalan Ltd.,medium,True,Port Safura,34,öğrenci,bireysel,BluTV
b02edbcb-6c8e-4e24-b3b0-776433db9cdb,47,2025-02-10,406.08,market,Nakit,Aksu Şti.,medium,False,Hunalpshire,54,kobi,bireysel,None
8c15dc7c-eab0-41ab-990d-097e575851e6,47,2025-02-17,499.79,hammadde,Kredi Kartı,LC Waikiki,corporate,True,Denizmouth,41,full-time,kurumsal,BluTV
7a4d3ba6-88f6-47bb-8e34-b1057de767e8,47,2025-03-03,317.74,telefon faturası,Kredi Kartı,Sezgin Yorulmaz Şti.,low,False,New Nurhayet,46,öğrenci,bireysel,None
b8e238bd-dcf7-4388-8ec3-6ef310f0cff4,47,2024-10-14,728.23,fitness,Kredi Kartı,Akçay Şti.,high,True,South Başok,44,full-time,bireysel,None
7cf6721c-9278-4b3a-9892-76ef5b4daf96,47,2025-05-01,1177.03,sinema,Kredi Kartı,Güçlü A.Ş.,medium,False,İnönüville,47,öğrenci,bireysel,None
35f0ca73-bb9c-44bc-abc2-f96ca1d31069,47,2025-06-13,407.77,ulaşım,EFT,Erdoğan Ltd.,low,False,Nurşanchester,34,full-time,bireysel,None
41c08c0c-1bdf-4047-bf04-5efb7dd34ed2,47,2024-12-17,5.0,vergi,EFT,Aslan Manço Şti.,corporate,False,West Suphi,18,full-time,kurumsal,None
11ca5b99-a2b8-4763-ae80-5a06768ac907,47,2024-07-20,983.05,lüks giyim,Havale,Akdeniz Şti.,high,False,Gözelton,28,freelancer,bireysel,None
3164a2d7-9cdd-4d43-a2f3-47be7782724e,48,2025-05-26,564.17,giyim,Kredi Kartı,Akçay Şti.,low,True,Sevenville,46,kobi,bireysel,YouTube Premium
c7f9488d-74b5-42de-83ae-86190fdebb53,48,2025-02-27,443.18,restoran,Havale,Anadolu Efes,high,False,New Rüknettinshire,29,full-time,bireysel,None
3cb66600-b052-4d3f-9bd3-2f93d93a959f,48,2024-11-13,763.75,lüks giyim,Nakit,Sezer Şti.,high,True,Çorlubury,22,freelancer,bireysel,BluTV
851b59b3-a5d4-4c9a-adae-d8f58bc40da8,48,2024-09-26,454.34,lüks giyim,Nakit,Gülen Şti.,high,False,West Sedifetown,62,freelancer,bireysel,None
f558cfd0-865a-4821-b4e7-db3efdf560c1,48,2024-11-10,370.97,market,Havale,A101 Yeni Mağzacılık,low,True,East Alazhaven,21,full-time,bireysel,None
9d92608b-fbda-416b-a819-e68e77dce7b8,48,2024-11-28,525.91,elektrik,Nakit,Yıldırım Şensoy Ltd.,medium,False,New Gülağa,53,full-time,bireysel,None
bd59f147-6082-4513-916a-40d16aa034ce,48,2024-11-30,518.95,tatil,Havale,Sezgin Ltd.,high,False,Seblâhaven,40,freelancer,bireysel,None
b056e078-884c-478f-9991-6ced6a882de2,48,2024-10-17,893.12,market,Kredi Kartı,Demirel Ertaş Ltd.,low,True,East Ahter,23,freelancer,bireysel,Netflix
b76dbcb7-90c2-41fd-bad9-a200714dbe18,48,2024-11-12,173.83,hammadde,Nakit,Havelsan,corporate,True,Durmuşmouth,39,öğrenci,kurumsal,BluTV
db475a11-d064-41da-9cab-b47d11952361,48,2025-06-06,174.25,personel maaşı,Havale,Gülen Ltd.,corporate,True,South Permunport,58,freelancer,kurumsal,YouTube Premium
6f24044b-d29f-4011-8e7d-2495778ebba3,49,2025-04-17,858.23,elektrik,Havale,Yıldırım A.Ş.,medium,False,North Huzuriview,31,freelancer,bireysel,None
4fd73e4c-34ea-460e-a634-6bcfd4e4ea66,49,2025-07-17,205.65,sinema,Havale,Akçay Şti.,medium,False,Lake Şahnuraytown,33,kobi,bireysel,None
916cd319-ba31-4f80-926b-f3192ebfc09b,49,2024-11-14,393.95,lüks giyim,EFT,Sakarya Ltd.,high,False,Gülgüzelfurt,49,öğrenci,bireysel,None
d96d4f9d-96df-4ddd-ae47-c7b33a339af2,49,2025-05-12,188.55,market,Havale,Limak İnşaat,low,False,West Ülke,49,full-time,bireysel,None
955ee842-f3d8-461a-a1ea-914ed1c04250,49,2025-03-14,543.38,elektrik,Kredi Kartı,Yüksel Alemdar Ltd.,medium,False,Öcalanshire,54,full-time,bireysel,None
5d2c6585-62fc-4fb0-af50-e33a0f6db48b,49,2025-05-08,647.44,yurt dışı alışveriş,Nakit,BİM,high,False,Lake Arcan,34,freelancer,bireysel,None
51b8c1a7-1cd2-437f-9ff0-f78c73846200,49,2024-07-20,417.67,market,Havale,Türk A.Ş.,medium,True,Bilginview,34,full-time,bireysel,None
a04e3c9e-ccb5-4a51-a493-54006b113387,49,2024-11-07,566.11,internet,Nakit,Anadolu Efes,low,True,Alemdarville,20,freelancer,bireysel,Netflix
5bf9ba46-94f1-4120-ab27-ad6641d7ece0,49,2025-03-20,498.32,yurt dışı alışveriş,EFT,Bilge Ltd.,high,False,South Abdülkerim,32,kobi,bireysel,None
82753c3a-fb14-4dd0-968c-6b2918165c52,49,2024-12-26,700.62,lüks giyim,Kredi Kartı,Tarhan Şti.,high,False,Şehrebanchester,36,öğrenci,bireysel,None
fb1d2922-24e6-4123-878c-ebcfb51da67a,50,2024-09-10,44.64,yurt dışı alışveriş,Kredi Kartı,Demir A.Ş.,high,True,New Telim,36,full-time,bireysel,Netflix
36e2b2a6-a184-4fdd-867c-7ac781e96ef2,50,2025-04-09,392.89,spotify,Kredi Kartı,Tarhan Ltd.,medium,False,Şafakview,22,öğrenci,bireysel,None
218e8ead-d232-4146-9205-1abaa625c82a,50,2025-05-28,556.15,sinema,Nakit,Hançer Ltd.,medium,True,Yıldırımside,40,full-time,bireysel,None
02cf0402-9283-4cb9-a44f-4b27d3f0c888,50,2025-02-26,568.98,elektrik,EFT,Çorlu Kısakürek A.Ş.,medium,True,Şafakburgh,33,öğrenci,bireysel,None
2e2db45a-db4e-4d9d-9bfe-733dd31f9bb7,50,2025-05-09,382.31,sinema,EFT,Sezgin Bilge Ltd.,medium,True,Aksufort,28,freelancer,bireysel,None
c709cf61-c3d3-4161-b3d4-3e2861a831b4,50,2024-08-05,373.25,spotify,Kredi Kartı,Akçay Şti.,medium,False,South Aliihsan,45,full-time,bireysel,None
89fc2927-b52d-463d-a1ab-bece8862c820,50,2025-06-04,297.91,kira,Havale,Vestel,medium,True,West Toybury,39,freelancer,bireysel,None
1aee40bd-1fc1-40b1-bd54-772e285ab3dd,50,2025-03-26,429.99,internet,Kredi Kartı,Mansız Ltd.,low,False,Akverview,30,kobi,bireysel,None
92c6c62b-2f0d-465c-a5b6-c7f0b25187c8,50,2024-12-19,392.07,spotify,Nakit,Şensoy Şti.,medium,False,Eraslanport,37,freelancer,bireysel,None
8ca51bcd-b9f9-4604-9065-547c1ab1a00e,50,2024-12-05,102.19,kira,Kredi Kartı,Vestel,medium,False,East Yağızkurt,25,full-time,bireysel,None
429dc06e-f81d-467d-8363-83a48ae0edd4,51,2025-04-13,533.93,sinema,EFT,Ülker Yılmaz A.Ş.,medium,False,Zenginmouth,58,freelancer,bireysel,None
f11243ff-719c-4eb1-835f-102e1ffbf350,51,2025-04-07,218.2,market,Havale,Korutürk Zorlu A.Ş.,low,False,Şemsettinbury,29,öğrenci,bireysel,None
3c0dca1f-9ac3-4dfe-88f4-33943c879fff,51,2025-01-30,5.0,internet,Nakit,Sakarya Yüksel A.Ş.,low,True,Öcalanchester,27,full-time,bireysel,Spotify
20023ca2-be22-4015-ad05-e13e67b21b15,51,2024-12-14,461.59,spotify,Havale,Aselsan,medium,True,South Dikenmouth,55,kobi,bireysel,None
00728c20-343b-4976-931e-3ca94a316050,51,2025-03-05,234.21,market,EFT,Limak İnşaat,medium,False,Zenginville,51,full-time,bireysel,None
b1cabe8d-7667-445e-9903-7bda64dfcb21,51,2024-08-21,472.65,sgk,Kredi Kartı,Yaman Ltd.,corporate,True,Tonguçmouth,50,kobi,kurumsal,Netflix
81632053-058a-4c3c-857e-37272ddae697,51,2025-05-16,459.83,spotify,Havale,Durmuş Yorulmaz Ltd.,medium,True,Akçayside,39,öğrenci,bireysel,YouTube Premium
01bfb1a4-e3ad-465d-a9fc-6c0dd7f40e80,51,2024-09-28,197.91,ulaşım,EFT,Aselsan,low,False,North Şefichester,42,freelancer,bireysel,None
95d2abf2-b34e-44a5-a943-748ef6f59b31,51,2024-12-18,40.67,sinema,Havale,Akdeniz Seven A.Ş.,medium,True,North Elvanmouth,18,full-time,bireysel,BluTV
e4dd01b1-9eaa-4715-a691-bdbf6e1381a1,51,2024-09-04,654.28,tatil,EFT,Mansız Şti.,high,False,Lake Mükrümefort,44,full-time,bireysel,None
16966fa2-86ba-45c6-bdee-b57bf0e77c63,52,2025-01-02,578.27,elektrik,Kredi Kartı,Migros,medium,False,Lake Nüricefort,44,full-time,bireysel,None
ebd1ac6d-bac7-436d-9745-1437af0480ed,52,2024-10-15,589.14,hammadde,Kredi Kartı,Tofaş,corporate,True,Port Tonguçmouth,58,full-time,kurumsal,Spotify
8b06444f-c1c8-42f7-ac03-92df61e82eaa,52,2024-10-10,588.27,fitness,Havale,Türk Şti.,high,True,East Sayın,50,freelancer,bireysel,YouTube Premium
25031ccb-f603-44ff-9607-f3df1b094906,52,2024-07-20,429.68,telefon faturası,Kredi Kartı,Eraslan Şti.,low,False,Lake Kınel,20,full-time,bireysel,None
b7300fd7-55c9-4360-a73b-9282cfda5aa3,52,2024-09-09,622.36,elektrik,Nakit,Yıldırım Şti.,medium,False,Çağverenton,30,kobi,bireysel,None
101f876b-8d06-4a34-84b3-20a91862ab97,52,2024-08-02,635.76,market,Havale,Fırat Ltd.,low,False,East Erdemer,44,full-time,bireysel,None
fd485c3d-528f-4f57-921c-d4d8c01269a7,52,2024-12-22,87.19,telefon faturası,Kredi Kartı,Akgündüz A.Ş.,low,False,Arslanfort,56,freelancer,bireysel,None
620eb63a-d489-47e8-b480-2e47e6d699fa,52,2025-02-17,398.12,restoran,Kredi Kartı,Sakarya Çorlu Şti.,high,False,Okyalazside,35,kobi,bireysel,None
8675f556-6002-457b-b1bd-04aa7f0173cc,52,2025-04-01,599.04,lüks giyim,Nakit,Gülen A.Ş.,high,False,Ertaşfort,53,full-time,bireysel,None
0a827351-7151-498e-a08b-1e8295ab1d19,52,2024-11-26,768.31,sinema,EFT,Fırat Akdeniz Ltd.,medium,False,New Besey,51,öğrenci,bireysel,None
feeed835-29e0-467b-8e52-c1580a5b5877,53,2024-11-09,292.88,internet,Nakit,Yaman Kısakürek A.Ş.,low,False,Türkside,32,freelancer,bireysel,None
bd4304ac-d174-403e-ab09-22295be716eb,53,2025-06-22,501.23,lüks giyim,Kredi Kartı,Şafak Şama Şti.,high,False,Türkmouth,18,full-time,bireysel,None
719c6293-b86d-46bd-b1b5-aa66558fb303,53,2025-01-30,737.11,giyim,Havale,BİM,low,True,Erdoğanshire,37,öğrenci,bireysel,None
23bfc2b2-ad76-4b93-9906-7e0714ceb3cd,53,2025-04-14,602.02,fitness,Nakit,Durmuş Ltd.,high,True,Korutürktown,44,kobi,bireysel,Spotify
8d42c2ff-b356-4d6d-b263-25835127201c,53,2025-05-16,814.69,kira,Kredi Kartı,Toyota Otomotiv,medium,False,South Yaltırak,63,kobi,bireysel,None
690dbcec-315a-4522-854d-3762ffe071be,53,2025-02-16,359.96,lüks giyim,Kredi Kartı,Akçay A.Ş.,high,False,Çamurcuoğluview,59,full-time,bireysel,None
5020ca83-8974-43f7-9ec8-c32227bf13d3,53,2025-06-30,431.06,hammadde,Kredi Kartı,Tüpraş,corporate,False,Durduton,52,öğrenci,kurumsal,None
ac0edecf-4da8-489a-9c6c-2620e02579a5,53,2024-11-08,244.58,ulaşım,Havale,Petkim,low,False,North Azettinview,34,kobi,bireysel,None
06b7d037-f738-4fea-8aaf-404a13bd0bc0,53,2025-02-04,1116.96,restoran,Havale,Sezgin Yaman Ltd.,high,False,West Avşin,54,öğrenci,bireysel,None
f3b1e839-09ae-4a38-9fb8-ade70db1303a,53,2024-07-30,160.73,giyim,Kredi Kartı,Korutürk Şama Ltd.,low,False,Bayduberg,57,freelancer,bireysel,None
8c68131d-3b64-44b3-bb76-4fe1eb1a375d,54,2025-02-26,126.28,tatil,EFT,A101 Yeni Mağzacılık,high,False,East Vecide,34,full-time,bireysel,None
09544f15-d608-4b71-917f-ab1b22c7a507,54,2025-06-06,516.48,ulaşım,EFT,Türk Hava Yolları,low,False,Lake Otay,64,kobi,bireysel,None
2b53f3e0-d8e8-41e3-883b-ffff6255ecf6,54,2025-01-21,299.18,elektrik,EFT,Akçay Sezgin Ltd.,medium,True,Yeşiltown,32,full-time,bireysel,BluTV
d430c455-50ab-4910-84a7-def6520b4efe,54,2025-06-23,193.88,kira,Havale,Oyak Renault,medium,False,Şeydaland,50,full-time,bireysel,None
774c3d44-3b47-40e8-b014-5839adb6d4f5,54,2024-09-20,946.92,restoran,EFT,Demir A.Ş.,high,False,Yorulmazburgh,51,öğrenci,bireysel,None
a090bcb6-c2a2-4e41-8cb2-2934bb9baba9,54,2025-06-04,344.67,spotify,Nakit,Seven Karadeniz Ltd.,medium,False,Dürrüşehvarfort,64,freelancer,bireysel,None
02b0c414-8875-4265-83a7-5725669bbfdf,54,2024-10-11,469.44,market,Kredi Kartı,Arçelik,medium,False,Alışıkchester,24,freelancer,bireysel,None
771406b4-7dd1-49be-b342-9c6f91c2a1ef,54,2024-12-04,717.32,market,Kredi Kartı,Arsoy Hançer Ltd.,medium,False,Aslanmouth,56,freelancer,bireysel,None
fb7a3406-ef44-4859-92af-81280cbe0604,54,2025-06-02,625.66,yurt dışı alışveriş,Havale,Tarhan Şti.,high,False,North Önelbury,46,freelancer,bireysel,None
d117b464-2d3e-473d-953d-fecac92cf422,54,2025-04-25,759.16,market,EFT,Şafak Şti.,low,False,Okgüçlüland,45,freelancer,bireysel,None
98565a2b-7984-4c1f-b6be-0e7657696d27,55,2024-08-15,608.43,elektrik,Nakit,Tofaş,medium,False,Erksoybury,58,öğrenci,bireysel,None
8aab3305-63ae-4498-b26e-8f71dee3b91c,55,2025-01-19,601.5,market,Kredi Kartı,Çorlu Seven Şti.,medium,True,Cihandideshire,62,öğrenci,bireysel,None
c7bde817-a214-4ebc-aafa-8e6de51de93a,55,2024-10-28,230.89,internet,Havale,Tarhan Akdeniz Ltd.,low,False,North Cemalettinmouth,57,kobi,bireysel,None
e99c999b-7e29-4ca5-b9f0-73244bfaa9db,55,2025-04-28,298.09,tatil,Kredi Kartı,Ergül Şti.,high,False,Öcalanfurt,35,full-time,bireysel,None
5014a263-2ff1-498b-acab-d8ff6af261b5,55,2025-07-01,479.9,elektrik,EFT,Türk Şti.,medium,False,Çıdalmouth,31,kobi,bireysel,None
7c66a771-6bd1-446a-a509-522925f90c18,55,2025-03-03,328.59,sinema,Havale,Tofaş,medium,False,Durmuşchester,28,full-time,bireysel,None
a60c7c4f-9e71-4422-b110-df15bdf80618,55,2025-05-14,833.04,kira,Kredi Kartı,Opet,medium,False,Port Karabaşfurt,45,öğrenci,bireysel,None
8d09f6d6-3120-42f9-b0e0-c0b5d06d8514,55,2025-06-25,378.62,tatil,Nakit,A101 Yeni Mağzacılık,high,False,Lake Enfes,25,freelancer,bireysel,None
d4175ef9-c87b-4241-bfb1-39bee231064d,55,2025-06-18,725.34,market,Nakit,Limak İnşaat,medium,False,Emirşanfort,34,öğrenci,bireysel,None
651df4d7-19d4-4c7b-89f9-d2301d6a0352,55,2025-03-06,687.22,spotify,Havale,Havelsan,medium,False,Lake Borahan,24,kobi,bireysel,None
4d02b830-63e9-488a-b8ae-2828b85101df,56,2024-10-20,606.8,telefon faturası,Kredi Kartı,Şişecam,low,False,Port Söyler,43,kobi,bireysel,None
e458e7a8-92d5-4bf0-ba5b-eb181d1ff5d3,56,2025-03-30,565.4,lüks giyim,Nakit,Korutürk Korutürk Şti.,high,False,Ağbegimmouth,59,freelancer,bireysel,None
fdf3e7f5-23c8-41fb-83f4-bab11d4c8940,56,2025-05-02,310.91,restoran,Havale,Kısakürek A.Ş.,high,True,Bestemouth,19,full-time,bireysel,BluTV
f85a1bbf-733a-4818-b9ae-a6c3518260b6,56,2024-10-02,197.58,tatil,EFT,Yılmaz İnönü Ltd.,high,False,Bilgefort,19,full-time,bireysel,None
ee396675-3b67-4600-8f4e-5df0369f9339,56,2024-09-24,832.5,kira,Havale,Migros,medium,False,Şenertown,20,full-time,bireysel,None
f0dde207-1544-4473-ac51-fec7a8676c7d,56,2025-05-10,679.03,restoran,Nakit,ŞOK Marketler,high,True,Türkburgh,45,freelancer,bireysel,Spotify
5ed9f5b6-d45c-4d3d-935d-3da88f7fc37b,56,2025-02-07,684.21,internet,EFT,Vestel,low,False,Açıkelfurt,54,kobi,bireysel,None
9b948415-1e90-419e-9e51-100b3d0625b5,56,2024-10-10,658.52,kira,Kredi Kartı,Limak İnşaat,medium,False,Zorluland,39,full-time,bireysel,None
